"","Nível Territorial (Código)","Nível Territorial","Município (Código)","Município","Trimestre (Código)","Trimestre","Variável (Código)","Variável","Cor ou raça (Código)","Cor ou raça","Unidade de Medida (Código)","Unidade de Medida","Valor"
"776","6","Município","2927408","Salvador (BA)","201801","1º trimestre 2018","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.3
"777","6","Município","2927408","Salvador (BA)","201801","1º trimestre 2018","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.5
"778","6","Município","2927408","Salvador (BA)","201801","1º trimestre 2018","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",35.1
"779","6","Município","2927408","Salvador (BA)","201801","1º trimestre 2018","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",35.5
"780","6","Município","2927408","Salvador (BA)","201801","1º trimestre 2018","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",35.7
"781","6","Município","2927408","Salvador (BA)","201801","1º trimestre 2018","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",34.3
"782","6","Município","2927408","Salvador (BA)","201801","1º trimestre 2018","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.6
"783","6","Município","2927408","Salvador (BA)","201801","1º trimestre 2018","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",3.9
"784","6","Município","2927408","Salvador (BA)","201801","1º trimestre 2018","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.7
"785","6","Município","2927408","Salvador (BA)","201801","1º trimestre 2018","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",2.6
"786","6","Município","2927408","Salvador (BA)","201801","1º trimestre 2018","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",39.3
"787","6","Município","2927408","Salvador (BA)","201801","1º trimestre 2018","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",39.2
"788","6","Município","2927408","Salvador (BA)","201801","1º trimestre 2018","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",39.8
"789","6","Município","2927408","Salvador (BA)","201801","1º trimestre 2018","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",38.9
"790","6","Município","2927408","Salvador (BA)","201801","1º trimestre 2018","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.1
"791","6","Município","2927408","Salvador (BA)","201801","1º trimestre 2018","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.8
"792","6","Município","2927408","Salvador (BA)","201801","1º trimestre 2018","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.4
"793","6","Município","2927408","Salvador (BA)","201801","1º trimestre 2018","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.6
"794","6","Município","2927408","Salvador (BA)","201801","1º trimestre 2018","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",35.8
"795","6","Município","2927408","Salvador (BA)","201801","1º trimestre 2018","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",36.6
"796","6","Município","2927408","Salvador (BA)","201801","1º trimestre 2018","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",36.5
"797","6","Município","2927408","Salvador (BA)","201801","1º trimestre 2018","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",34.7
"798","6","Município","2927408","Salvador (BA)","201801","1º trimestre 2018","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.7
"799","6","Município","2927408","Salvador (BA)","201801","1º trimestre 2018","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",3.9
"800","6","Município","2927408","Salvador (BA)","201801","1º trimestre 2018","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.8
"801","6","Município","2927408","Salvador (BA)","201801","1º trimestre 2018","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",2.6
"802","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",38.3
"803","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",38.2
"804","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",38.9
"805","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",37.7
"806","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.1
"807","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",1.9
"808","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.4
"809","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.5
"810","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",36.5
"811","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",35.2
"812","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",37.3
"813","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",36.1
"814","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.6
"815","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",5.2
"816","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.8
"817","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.9
"818","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",39.3
"819","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",40.1
"820","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",39.6
"821","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",38.7
"822","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.1
"823","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2
"824","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.5
"825","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.6
"826","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",37.3
"827","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",36.8
"828","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",37.8
"829","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",37
"830","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.5
"831","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",5.2
"832","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.8
"833","6","Município","2927408","Salvador (BA)","201802","2º trimestre 2018","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.8
"834","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",38.5
"835","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",37.9
"836","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",37.8
"837","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",39.2
"838","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.2
"839","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.5
"840","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",2.2
"841","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.6
"842","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",37.2
"843","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",36.8
"844","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",36.6
"845","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",37.8
"846","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.4
"847","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.8
"848","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",2.4
"849","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.8
"850","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",39.3
"851","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",38.5
"852","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",38.6
"853","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",40
"854","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.2
"855","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.5
"856","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.9
"857","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.6
"858","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",38
"859","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",37.3
"860","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",37.4
"861","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",38.6
"862","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.4
"863","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.8
"864","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",2.1
"865","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.8
"866","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",38.6
"867","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",38.2
"868","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",37.6
"869","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",39.4
"870","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.1
"871","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.4
"872","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",2
"873","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.5
"874","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",36.1
"875","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",33.7
"876","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",36
"877","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",36.9
"878","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",3.1
"879","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",8.3
"880","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",2.3
"881","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",3.4
"882","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",39.7
"883","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",39.8
"884","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",38.7
"885","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",40.4
"886","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.2
"887","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.4
"888","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",2.1
"889","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.5
"890","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",37.2
"891","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",35.1
"892","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",37.2
"893","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",37.8
"894","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",3
"895","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",7.7
"896","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",2.4
"897","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",3.5
"898","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",38
"899","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",35.5
"900","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",39.5
"901","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",37.8
"902","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.4
"903","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",4.1
"904","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.6
"905","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.5
"906","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",35.2
"907","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",32.2
